name,frequency,mean_age
PAULA ADRIANA,54,23.7
PAULA SOLEDAD,54,30.8
PHOEBE,54,15.3
PILAR AMPARO,54,56
PRESENTINA,54,68.5
RACHEL ELIZABETH,54,34.8
RAMONA ISABEL,54,53.3
RAQUEL SUSANA,54,43.2
ROSA MIRIAM,54,40.2
ROSA NURIA,54,47.9
ROSARIO FRANCISCA,54,62.2
ROSSEMARY,54,37.9
ROXANA GEORGIANA,54,21.7
RUSUDAN,54,42.6
SAMAIRA,54,15.6
SEEMA,54,32.5
SENEIDA,54,35
SIMONA DANIELA,54,33.4
SIMONA NICOLETA,54,31.5
SIMRAN,54,11.8
SIRLENE,54,39
SONIA MAR,54,34.9
SOPHIE MARIE,54,28.9
SUCCESS,54,13.9
SYLVIA ANN,54,70.5
TARA MARIA,54,24.7
TERESA ESTHER,54,53.2
TERESA RAQUEL,54,45.2
TIANA,54,9.4
TIFANY,54,15.2
TOÑI,54,25.9
TRACY ANN,54,48
URSULINA,54,57.6
UXUNE,54,17.8
VALERIA SOLEDAD,54,32.1
VANESSA PILAR,54,31.7
VASILISA,54,19.5
VERONA,54,42.4
VERONICA LORENA,54,35.9
WENDY PATRICIA,54,40.5
WESAL,54,6.3
XINYING,54,18.4
XIOMARA MARIA,54,30.3
XIULI,54,39.8
YARELY,54,12.6
YATING,54,9.4
YENIA,54,31.9
YUZHU,54,43.5
ZIXIN,54,5
ZOBIDA,54,44.5
ZULEIMA CARMEN,54,18.3
ADORACION PILAR,53,56
ADRIANA NOEMI,53,40.8
AHLEM,53,24
AIWEI,53,41.3
ALBA ESPERANZA,53,29.1
ALEXANDRA VICTORIA,53,19.3
ALICIA YOLANDA,53,49
ALINA RAMONA,53,31.8
ANA MARIA BEGOÑA,53,61.1
ANABELLE,53,32.9
ANDRADA MARIA,53,12.3
ANGELA RAQUEL,53,43
ANGELES JOSEFA,53,62.2
ANN PATRICIA,53,67.9
ANNE PATRICIA,53,62.4
ARIANNY,53,18.7
AROIA,53,22.4
ASSIL,53,3.5
ATIQA,53,33.8
AURA ELENA,53,39.2
BADRA,53,34.2
BARBARA ANA,53,38
BEATRIZ IRENE,53,36.4
BRUNILDA,53,50
CAROLINA VERONICA,53,32.8
CHENXI,53,9.6
CIRCE,53,17.2
CONSEJO,53,69.3
COVADONGA MARIA,53,38.2
CYNTHIA CARMEN,53,21.3
DANIELA BELEN,53,20.2
DEIRDRE,53,42
DENISA MIHAELA,53,15.7
DICRA,53,7.3
DINORA,53,46.5
DOCHIA,53,46.7
DOLORES CONSUELO,53,58.7
DORIS ELENA,53,46.8
EKA,53,35.3
ELENA IONELA,53,27.5
ELISABHET,53,28.9
ELOISA ISABEL,53,44.1
ELSA MERCEDES,53,53.1
ELVIRA JOSEFA,53,65
EMESE,53,36.7
FATIMA AZAHARA,53,10.1
FATIMA EZZAHRAA,53,17.3
FATIMA LOURDES,53,40.7
FAYNA MARIA,53,30.3
FELIPA MARIA,53,59.1
GLORIA ESTER,53,42.7
GLORIA MILENA,53,38.5
GLORIA SOLEDAD,53,48.1
GOIURIA,53,32.9
GUADALUPE PILAR,53,48
GUILLERMINA MARIA,53,53
HENAR MARIA,53,29.6
HEND,53,24.8
HIURMA,53,24.6
HOUARIA,53,31.7
ICIAR MARIA,53,32.6
IONELA NICOLETA,53,28.9
IRENE ROSA,53,47.7
ISIDRA MARIA,53,53.6
JACQUELINE ALEXANDRA,53,36.3
JENNY ALEJANDRA,53,27.3
JENNY MARISOL,53,37.3
JUANA MARINA,53,55.8
JULIA ROCIO,53,31.3
KAROLINA ANNA,53,28.3
KATHERINE ANDREA,53,24.3
KAVITA,53,43.2
KENIA MARIA,53,27.2
KHADIJETOU,53,29.1
LAURA ELVIRA,53,37.9
LAURA IOANA,53,20.9
LILIANA ROCIO,53,38.5
LISA ANN,53,41.7
LIZ MARLENE,53,29.2
LORENA ELENA,53,12.7
LOURDES MARGARITA,53,46.1
LUCIA ANGELA,53,41.3
LUZ CARIME,53,37.9
MADALINA GABRIELA,53,21.3
MAHDIA,53,34.2
MANUELA ASUNCION,53,56.8
MARGARITA INMACULADA,53,45.7
MARIA AURINA,53,69
MARIA CARMEN YOLANDA,53,56.4
MARIA CORTIJO,53,59.5
MARIA GALA,53,45.4
MARIA LONGINA,53,61.5
MARIA MARIANA,53,50.3
MARIA MILENA,53,39
MARIA PEÑITAS,53,49.9
MARIA PINEDA,53,47
MARIA RALUCA,53,24.1
MARIA ROSENDA,53,57.4
MARIA SELINA,53,55.8
MARIANA CLAUDIA,53,33.7
MARIANA LILIANA,53,36.7
MARINALVA,53,45.4
MARITXU,53,56.2
MARTA EMILIA,53,38.7
MAUD,53,40.8
MAYLEN,53,26.4
MEIZHU,53,45.1
MERCEDES ANA,53,49.6
MERCEDES GUADALUPE,53,44.3
MIHAELA LILIANA,53,34.2
MIHAELA MARIANA,53,31.7
MILEY,53,4.4
MIRNA ELIZABETH,53,34.6
NAZARE,53,25.9
NELIDA CARMEN,53,50.3
NIJOLE,53,53.7
NORIKO,53,43.6
NOUFISSA,53,45.7
NUHA,53,12.6
OLIWIA,53,11.1
ORLINDA,53,63.9
PAT,53,36
PATRICIA FERNANDA,53,32.9
PATRICIA JESUS,53,34.3
PATRICIA YOLANDA,53,39.4
PERGENTINA,53,73
PILAR ENCARNACION,53,55.8
POLICARPA,53,76.7
PRINCESS,53,22.2
RACHELE,53,34.1
RAMONA ANTONIA,53,57.2
REBECA ELENA,53,17.5
RITA PINO,53,33.5
RITA TERESA,53,50.3
ROKSANA,53,20.7
ROSA ROCIO,53,33.8
ROSELY,53,35.7
SAFIATOU,53,24.4
SAILA,53,26.3
SAMARIA,53,17.5
SANTUSA,53,43
SARA IRENE,53,29.2
SHUANGSHUANG,53,27.7
SHUMAILA,53,29.3
SILVIA ANGELES,53,41.5
SOLVEIG,53,60.1
SORINA MARIA,53,23.9
SUWEI,53,38.6
SUYAN,53,38.6
TERESA PATRICIA,53,38.4
TING TING,53,16.3
TOURYA,53,38.3
VENERABLE,53,74.7
VENERADA,53,69.5
VERIDIANA,53,60.1
VERONICA DANIELA,53,31.1
VETA,53,46.5
VICENTINA,53,71.5
VICTORIA DOLORES,53,56.9
VIRGINIA ELENA,53,43.8
WISAM,53,10.4
XIUFEN,53,42.1
YANGYANG,53,20.1
YAXUAN,53,5
ZHANA,53,37.9
ZHENZHEN,53,28.1
ZULMIRA,53,59.7
ADRIANA INES,52,44.1
ADRIANA IOANA,52,26.7
ALICIA JESUS,52,47.8
ALIMA,52,22.1
ALMA ROSA,52,41.5
ALTHEA,52,11.4
AMANDA CRISTINA,52,27.4
ANA MICAELA,52,35.3
ANA PINO,52,39.8
ANAIS MARIA,52,16.1
ANTONIA JULIA,52,63.9
ANTONIA NIEVES,52,55.8
ARANZA,52,22.3
BACILIA,52,44.4
BALJINDER,52,36.3
BEIBEI,52,25.3
BELINA,52,40.7
BLANCA IRIS,52,47.2
BLANCA RUTH,52,47.9
BOUTAYNA,52,15.6
CAIXIA,52,37
CATALINA MERCEDES,52,52.3
CATALINA TERESA,52,48.8
CELIA MARGARITA,52,51.8
CELIA TERESA,52,42.1
CLAUDIA ANGELICA,52,37.1
CLAUDIA REGINA,52,39.4
CLAUDIA ROSA,52,36
CORALIE,52,30.5
CRISTINA AMPARO,52,35.9
DANIELA CLAUDIA,52,33.6
DAYANA MARIA,52,17.6
DOROTHY ANN,52,66.6
DUNIA CARMEN,52,31.6
EDA,52,35.3
EDUVINA,52,62.5
ELISA CRISTINA,52,32.6
ELISA ESTHER,52,44.6
EMILY JANE,52,20.7
ERIKA ESTEFANIA,52,19.2
ESTEFANIA ISABEL,52,28.3
EUGENIA PILAR,52,48.1
EVA ANA,52,39.3
FILIPA,52,28.6
FRANCISCA CATALINA,52,53.9
FREDERIQUE,52,45.7
GABRIELA ADRIANA,52,31
GEMA ROSA,52,38
GENESIS GABRIELA,52,16.5
GENICA,52,43.6
GLADYS JOSEFINA,52,54.5
GLORIA EDITH,52,44.5
GLORIA ROSARIO,52,54
GRABIELA,52,44.8
HAILI,52,36.7
HEBE,52,19.4
HERENA,52,39.4
HERMOGENES,52,76.5
HIEDRA,52,32.4
HUGUETTE,52,67.3
INES DOLORES,52,50.7
IRENE MERCEDES,52,35.5
ISABEL LEONOR,52,50.7
JACQUELINE PATRICIA,52,49.7
JENNIFER NICOLE,52,13.2
JENNIFER PINO,52,23.7
JENNY CARMEN,52,38.5
JENY,52,34.5
JINGWEN,52,15.3
JOSEFA BEATRIZ,52,56.7
JOSEFA MARIA CARMEN,52,66.1
JUANA IRENE,52,55.1
KAORI,52,27.6
KAREN GABRIELA,52,20.6
KAROLA,52,36.8
KEISHA,52,5.4
LAURA NOELIA,52,23.1
LAURA PAOLA,52,26.7
LEALDINA,52,71.9
LIDIA ROCIO,52,29.1
LILIANA MERCEDES,52,41.1
LINGYAN,52,32.1
LOIS,52,27
LORETTA,52,42.3
LOURDES ESTHER,52,40.4
LUISA GLORIA,52,57.5
LUZ YANETH,52,42.6
MADALINA IONELA,52,21.1
MARGARET PATRICIA,52,67.3
MARGARITA EUGENIA,52,51.2
MARGARITA SUSANA,52,48.1
MARGARYTA,52,34.8
MARIA ARMANDA,52,59.3
MARIA BURGO,52,42.5
MARIA CARMEN GLORIA,52,64.8
MARIA CREU,52,56.6
MARIA DEBORAH,52,38
MARIA EVARISTA,52,61
MARIA KARLA,52,16.2
MARIA LEILA,52,38.8
MARIA PILAR JOSEFA,52,67.6
MARIA RUBY,52,54.7
MARIA THERESIA,52,65.1
MARIA XESUS,52,48.8
MARIELLE,52,33.9
MARTHA VERONICA,52,37.3
MARTINA ISABEL,52,35.5
MARYLIN,52,35.9
MARYORI,52,31.9
MILAGROS CARIDAD,52,48.9
MIRIAM JESUS,52,38
MIRUNA,52,12.6
NELLY ROCIO,52,38.3
NOELI,52,44.7
NOELIA BELEN,52,24.9
NOELIA ELIZABETH,52,20.8
NORA PATRICIA,52,40.8
NORMA ROCIO,52,39.2
PAULA VALERIA,52,26
PILAR YOLANDA,52,48.3
POLYA,52,34.2
RAMONA DANIELA,52,30.8
REBECA PILAR,52,32.8
REDA,52,33.9
REFUGIO,52,66.5
REGINA ISABEL,52,50.8
ROSA GABRIELA,52,31.3
ROSARIO MARGARITA,52,54.3
ROSEMEIRE,52,44.2
ROSILDA,52,47.8
ROXANNE,52,25.7
RUS MARIA,52,29.4
SANAH,52,26.6
SANDRA IRENE,52,46.5
SARA ELISABETH,52,23.4
SARA PINO,52,19.1
SERINE,52,8.4
SHAIRA,52,9.3
SIBYLLE,52,49.6
SILVICA,52,45.2
SNIZHANA,52,30.4
SOBIHA,52,33.4
SOFIA DANIELA,52,12.7
TEODOCIA,52,50.8
TEREZINHA,52,52
THAMARA,52,25.3
THERESIA,52,66.6
VALENTINA ISABEL,52,25.9
VICENTA ANTONIA,52,62.4
VICTORIA ESPERANZA,52,39.9
VINCENZA,52,48.1
VIVIANA ALEJANDRA,52,31.6
XIAOJUN,52,36
YENIFFER,52,25.3
YNES,52,52.8
YUSIMI,52,36.6
ZULEMA MARIA,52,32.4
ZULMA BEATRIZ,52,40
ACRACIA,51,78.4
ADESUWA,51,33.4
ADILA,51,31.8
ADRIANA VERONICA,51,36.3
AINHOA ALEJANDRA,51,6.4
AISATU,51,11
AKILA,51,40.1
ALBA LUNA,51,14.3
ALEJANDRA NOEMI,51,30.5
ALEJANDRA PAOLA,51,27.3
ALEXANDRA DENISA,51,14.2
ALICIA IRENE,51,43.7
AMALIA CRISTINA,51,33.2
AMALIA JOSEFA,51,60
AMANDA JAYNE,51,47.3
AMPARO SOCORRO,51,57.5
ANA ALBA,51,26.2
ANA MARIA JOSEFA,51,65.5
ANA MIREYA,51,40
ANA SARAY,51,20.7
ANA YSABEL,51,39.4
ANDREA NOEMI,51,26.4
ANGELES CONCEPCION,51,60.4
ANGELES FRANCISCA,51,57.9
ANGIE LIZETH,51,20
ANNA BETLEM,51,36.7
ANNEGRET,51,64.1
ANTHEA,51,22.8
ANTONIA ANGELA,51,59.4
ANTONIA CATALINA,51,50
ANTONIA RAMONA,51,58.1
ANYELA,51,22.1
ARLEN,51,21.7
ARUNA,51,17.6
BEATRICE MARIA,51,13.9
BEATRIZ LORENA,51,32.7
BEATRIZ LOURDES,51,42.6
BERTHA CECILIA,51,48.6
BLANCA PIEDAD,51,45.9
CARIDAD CARMEN,51,48
CARLOTA PILAR,51,25.7
CARMEN ANGUSTIAS,51,50.4
CARMEN GLADYS,51,49.3
CARMEN JUDITH,51,38.8
CAROLINA TERESA,51,38.8
CELIA VICTORIA,51,42.1
CESARIA,51,72.4
CHEILA,51,19.9
CLAUDIA ANA,51,29.6
CODRUTA,51,32
CONCEPCION ESTHER,51,54.9
DARIA ELENA,51,7.5
DARINKA,51,38.3
DARLENE,51,24.5
DELINA,51,38.1
DIDA,51,38
DOAAE,51,6.6
DOLORES REYES,51,48.5
DOMINGA MARIA,51,53.7
ELENA CLARA,51,39.7
ELENA INES,51,46.1
ELENA JULIA,51,49.8
ELENA LACRAMIOARA,51,32.9
ELENA MONTSERRAT,51,39.3
ELIEZER,51,46.4
ELSA PATRICIA,51,38.9
ELUSKA,51,27
ELVIRA DOLORES,51,57.7
ELVIRA ROSARIO,51,56.4
ELY,51,35.6
EMILIA CONCEPCION,51,61.2
ESTERVINA,51,52
ESTHER MARGARITA,51,47.5
FATIMA DOLORES,51,36.8
FELICIDAD MARIA,51,60.4
FLORANGEL,51,39.6
FORTUNA,51,68.5
FRANCISCA ALICIA,51,51
FRATERNIDAD,51,79.4
GABRIELA LUCIA,51,20.1
GABRIELA VALENTINA,51,17.7
GEMMA CRISTINA,51,37.7
GEMMA TERESA,51,39.8
GEORGICA,51,42.5
GERMAINE,51,62.6
GERTRUDE,51,61.3
GITANA,51,40.7
GLORIA VICTORIA,51,48.2
GUISELA,51,31.1
GURLEEN,51,5.2
HARIDIAN MARIA,51,19.5
HERMERINDA,51,70.8
HUIZHEN,51,36.6
IDARA,51,7.3
IRMA ISABEL,51,45
ISABEL ELVIRA,51,53.8
ISABEL MARTA,51,49.7
ITCIAR,51,24.7
IULIA ANDREEA,51,19.6
JENNIFER CRISTINA,51,21
JESSICA KATHERINE,51,26
JOSEFA AMELIA,51,64.5
JOSEFA NATIVIDAD,51,61.7
JOSEFA RAFAELA,51,63
JOSEFA SOLEDAD,51,59.9
JOSEFA YOLANDA,51,50.5
JUANA ELVIRA,51,58.2
JUANA NIEVES,51,54.5
JUANA PETRA,51,65.5
JUANA YOLANDA,51,51.2
JULIA ALEXANDRA,51,22.2
KINZA,51,27.7
LADISLAA,51,71.5
LARA CARMEN,51,18.4
LIDIA ESPERANZA,51,45.8
LIDIANE,51,31.1
LYUBOMYRA,51,51.4
MAGATTE,51,32.5
MANUELA JUANA,51,60.6
MARCELA ELIZABETH,51,34
MARCELA VERONICA,51,41.2
MARGAUX,51,18.2
MARIA ARANTXA,51,39.5
MARIA BETLEM,51,42.1
MARIA CONCESA,51,65.7
MARIA ENCINAR,51,41.2
MARIA FONTCALDA,51,49.2
MARIA MONSALUD,51,55.4
MARIA NAIRA,51,34.4
MARIA NERY,51,60
MARIA PILAR ANGELES,51,63
MARIE MADELEINE,51,64.5
MARISTELA,51,43.1
MARIYA GEORGIEVA,51,40.8
MARIYA IVANOVA,51,41.6
MARJA LIISA,51,65.6
MEIJUAN,51,44.2
MINKA,51,48
MIRIAN ESTHER,51,37.4
MIRIAN ISABEL,51,36.6
NAHIANE,51,6.6
NAIKARI,51,22.7
NANCY GRACIELA,51,41.4
NANI,51,42.7
NATIVIDAD PILAR,51,54.3
NELLY ELIZABETH,51,37
NELSA,51,50.8
NICOLETA IONELA,51,25.8
NIEVES TERESA,51,51.8
ODETE,51,54.2
OLGA LUISA,51,52.2
ONIA,51,15.2
OUMKALTOUM,51,38.6
PAOLA BEATRIZ,51,30.5
PATRICIA EDITH,51,49.9
PATRICIA VANESA,51,34.2
PAULA NATALIA,51,24.6
PAULINA CARMEN,51,54.8
PETRANA,51,44
PILAR BELEN,51,38.1
RAIMONDA,51,37.6
RANDI,51,63.5
REGULA,51,74.2
RENE,51,48.9
RITA MERCEDES,51,47.8
ROSA MARIANA,51,43.7
ROSA MONTSERRAT,51,52.8
ROSA PAULA,51,46.1
ROSANE,51,40.6
RUOXI,51,5.6
RUTH MARINA,51,43.9
RUTH MERY,51,41.8
SANDRA EDITH,51,42.4
SANDRA MARISOL,51,38
SARA ANDREEA,51,4.3
SARA ESPERANZA,51,33.4
SARA LORENA,51,22.7
SARA ROSARIO,51,38.2
SHIQI,51,8.2
SHUZHEN,51,36.9
SIHEM,51,32.9
SILVIA MABEL,51,48.7
SILVIA ROXANA,51,40.2
SINEAD,51,22.5
STANISLAWA,51,60
SUSANA MARTA,51,50.6
SUSY,51,36.7
SUYING,51,44.3
TACIANA,51,40.5
TIARA,51,9.1
TINIXARA,51,23.9
VANESSA ESTEFANIA,51,21.5
VELIA,51,46.1
VERONICA JESUS,51,37
VIRTUDES MARIA,51,46.9
WALAA,51,9.5
XINYAO,51,6.7
YANIS,51,17.2
YELITZA,51,25.3
YOLANDA BELEN,51,41.9
YOLANDA LUCIA,51,41.8
YULI ANDREA,51,28.8
ABY,50,26.7
ADELINA ELENA,50,20.1
ADORACION REY,50,44.9
ADRIANA MARIANA,50,32.7
AFSHAN,50,29.7
AGUSTINA CARMEN,50,63.1
AILIAN,50,46.9
AISATOU,50,10.7
AISHA MARIA,50,9.3
ALADINA,50,72
ALICIA CAROLINA,50,34.1
ALINA LOREDANA,50,29.9
ALMIRA,50,47.3
ANA FLORA,50,48.8
ANA GEORGINA,50,40.5
ANA HILDA,50,47.7
ANA MARIA VICTORIA,50,58.9
ANDREA LILIANA,50,32.7
ANDREA ROSA,50,40.8
ANDREEA FLORINA,50,19.9
ANGIE NICOLE,50,11.4
ANNA JULIA,50,18.1
ATTENERY,50,16.1
BARBARA LUCIA,50,30.1
BARBARA PILAR,50,37.3
BEATRIZ PATRICIA,50,39
CAPITOLINA,50,73.8
CARMEN COVADONGA,50,45.1
CAROL ELIZABETH,50,53.1
CAROLINA PINO,50,24.6
CATALINA INMACULADA,50,43.2
CHAHRAZED,50,27
CHUNYING,50,45.8
CINTHIA ELIZABETH,50,29.8
CLARA ANTONIA,50,53.5
CLAUDE,50,66.9
CLAUDIA IOANA,50,26.2
COMFORT,50,39.1
CONCEIÇAO,50,55.7
CONSUELO DOLORES,50,61.5
CRISTINA CLAUDIA,50,31.2
CRISTINA NOEMI,50,37
DANIELA ANDREEA,50,20.7
DANIELA SOLEDAD,50,29.9
DEDICACION,50,76.2
DONYA,50,15.4
DORILA,50,61.9
ELENA ALEJANDRA,50,29.3
ELISA MARGARITA,50,47.3
ELOISA CARMEN,50,50.8
ELSA ESTHER,50,52.4
ELSA ISABEL,50,45.4
ESTELA BEATRIZ,50,50
FEDOUA,50,27.4
FENGYING,50,47
FLORIDA,50,56.4
FRANCISCA EMILIA,50,58.4
GLADIS MARIA,50,42.6
GLORIA ALEJANDRA,50,32.6
INES ELENA,50,37.2
IOANA BIANCA,50,18.3
IOANA MADALINA,50,22.5
IONE MIREN,50,42.8
ISABEL ELISA,50,47.1
ISABEL VIRGINIA,50,45.4
ISABELA MARIA,50,10.1
IZARA,50,8.9
JARMILA,50,45.7
JAYONE,50,41.6
JOAN ELIZABETH,50,68.8
JOHANNA MARCELA,50,29.7
JOSEFA ANDREA,50,56.6
JUANA MAGDALENA,50,51.5
JUANA MARIA CARMEN,50,65.3
JULIA LUCIA,50,36.6
JUNKO,50,46.9
KARINA CARMEN,50,33.6
KARLA GABRIELA,50,23.1
KARLA LORENA,50,25.8
LAURA AMPARO,50,32.1
LAURA ANGELA,50,31
LAURA LEONOR,50,34.7
LAYAN,50,2.4
LETICIA PINO,50,27.7
LILLY,50,40.2
LORENA PINO,50,25.6
LORENA SOLEDAD,50,34.2
LOURDES TERESA,50,48
LUCIDIA,50,69.2
LUISA RAQUEL,50,43.8
MARIA ASELA,50,48.1
MARIA BANESA,50,35.8
MARIA CARMEN PALOMA,50,59.1
MARIA CLEMENTA,50,51.4
MARIA ELECTRA,50,65.9
MARIA ESCARLATA,50,37.3
MARIA LUCINA,50,65.3
MARIA PACITA,50,70.9
MARIA PETRONA,50,45.9
MARIA PILAR LOURDES,50,58.1
MARIA ZOCUECA,50,49
MARIANA CECILIA,50,38.8
MARIANA LUCIA,50,30.9
MARTA JOSEFA,50,52.2
MARTA SILVIA,50,42.2
MARTHA LEONOR,50,44.8
MARYSE,50,60.7
MATILDE DOLORES,50,61.9
MELANIA CARMEN,50,25.4
MELISA MARIA,50,22.9
MICAELA BELEN,50,16.8
MICHELLE MARIE,50,38.2
MILADYS,50,43.4
MILAGROS CONCEPCION,50,54.2
MILAGROS ROSARIO,50,44.4
MILAGROS TERESA,50,54.5
MIRIAM PINO,50,23
MONICA NATALIA,50,31.9
MUSKAN,50,9.3
NADJET,50,32.7
NATALIA JESUS,50,35.9
NATALIA VICTORIA,50,27.5
NAYRA CARMEN,50,26.4
NEHA,50,22
NGONE,50,25.3
NIDAL,50,16.6
NIKOLETTA,50,29
NOELIA TERESA,50,29.5
OIANA,50,31
OLGA ALICIA,50,49.7
PALMIRA MARIA,50,53.6
PAMELA ANNE,50,65.1
PATRICIA MARTA,50,35.5
PATRICIA MAY,50,68.7
PRIYANKA,50,18.8
QUN,50,33.8
RAMONA IOANA,50,30.5
RAMONA PILAR,50,61.8
RAQUEL NOEMI,50,35.6
RAQUEL YOLANDA,50,44.8
REKA,50,29.5
ROCIO ALEJANDRA,50,22.7
ROSA ALEJANDRINA,50,46.7
ROSA AZUCENA,50,47.7
ROSA ELIA,50,50.1
ROSA EULALIA,50,52.1
ROSA NATALIA,50,37.6
ROSA PINO,50,48.2
ROSARIO ESPERANZA,50,48.6
ROSELINE,50,37.3
SANDRA MARY,50,62.4
SARAY CARMEN,50,18.4
SHUFANG,50,42.2
SILVANA PATRICIA,50,34.9
SILVIA MARTA,50,44.1
SILVIA MONTSERRAT,50,42.8
SIMEONA,50,59.8
SOFIA ESTHER,50,34.2
SOUADIA,50,55.7
STACEY,50,19.3
STACY,50,11.4
SUCAINA,50,17.8
TERESA ELVIRA,50,50.5
TLEITMAS,50,63.7
VALERIE JEAN,50,69.5
VICTORIA SOLEDAD,50,33.1
XIAOZHU,50,42.2
YANFANG,50,35
YAUMARA,50,36.9
YIMEI,50,36.7
YUEHUA,50,49.1
YUKI,50,32
ZONIA,50,42.1
AINHOA ALEXANDRA,49,6.3
AINHOA ISABEL,49,13.9
ALEXANDRA VERONICA,49,27.4
ALINA DIANA,49,26.2
ALINA SIMONA,49,31.5
AMAN,49,19
ANA ADORACION,49,45
ANA MARITZA,49,43.8
ANDREA VANESSA,49,24.4
ANGELA CECILIA,49,41.9
ANGELA CUSTODIA,49,62.6
ANGELA PAOLA,49,26.7
ANGELA VANESA,49,31.5
ANNE MARGARET,49,61.5
ARLINDA,49,47.6
ARMIDA,49,52.3
ASSUNTA,49,53.9
AZUCENA CARMEN,49,52.2
BASELISA,49,72.8
BEATRIZ MARTA,49,44.8
BELEN PILAR,49,31.2
BELLA GEMA,49,29.6
BERNARDETTE,49,48.7
BIANCA CRISTINA,49,19.3
BIANCA STEFANIA,49,12.5
BIVIANA,49,46.2
BLANCA EUGENIA,49,43.4
BLANCA NIDIA,49,47.9
CARLA VERONICA,49,33.2
CARMEN AIDA,49,52.5
CAROLINA BELEN,49,24.7
CAROLINA ROSARIO,49,35.1
CATALINA ROSARIO,49,50.7
CATY,49,34.5
CEZARINA,49,37.1
CHARLOTTE ELIZABETH,49,27.3
CLAUDIA VIRGINIA,49,33.8
CORSINA,49,71.8
DALI,49,43.1
DANIELA ADRIANA,49,27.2
DANNA VALENTINA,49,5.7
DAYANA ELIZABETH,49,16.6
DIEGUINA,49,59.5
ELENA SILVIA,49,37.6
ELIZABETH MARGARET,49,63.2
ELSIRA,49,66.4
ESPERANZA TRIANA,49,17.3
ESTRELLA BELEN,49,30.7
EVA CONCEPCION,49,39.4
EVA NATALIA,49,30.9
EZ ZAHRA,49,37.4
FATIMA TERESA,49,35.8
FATOU KINE,49,23.5
FLORINA ALINA,49,28.5
FRANCISCA AURORA,49,56.6
FRANCISCA IRENE,49,50.7
GABRIELA SOLEDAD,49,28.1
GLADYS ALICIA,49,47.9
GORDANA,49,46.5
GRACIELA ELIZABETH,49,42
HAGAR,49,17.5
HERCILIA,49,57.2
HONGLI,49,37.6
HONGYAN,49,36.7
HUAN,49,30.6
IRMA YOLANDA,49,48.2
ISABEL ALEXANDRA,49,28.8
ISABEL PALOMA,49,44.7
ISABEL VANESSA,49,31.7
JENNY MARIBEL,49,34.6
JOITA,49,49.5
JUDITE,49,47.6
KAMALJIT,49,36.7
KATARZYNA AGNIESZKA,49,34.4
KATHY,49,32.2
LAMINA,49,25.3
LARISA ANDREEA,49,14.8
LAURA LETICIA,49,33.5
LAXMI,49,30.6
LELIA,49,46
LIDIA SUSANA,49,50.6
LIDIA VICTORIA,49,33.9
LIMPIA CONCEPCION,49,36.6
LOHITZUNE,49,24.3
LUISA CONCEPCION,49,60.4
LYN,49,50.9
MAGDALENE,49,41.3
MANUELA ESPERANZA,49,55.6
MARAGDA,49,28.6
MARCAS,49,72.3
MARGARITA IRENE,49,49.6
MARIA CATHAYSA,49,26
MARIA CRIPTANA,49,54.9
MARIA DESIDERIA,49,49.9
MARIA DORLETA,49,50
MARIA ESTEBAN,49,63.3
MARIA FLORINA,49,36.6
MARIA GRICELDA,49,42.9
MARIA HOZ,49,41.9
MARIA ILDEFONSA,49,63.5
MARIA ISABEL PILAR,49,61.4
MARIA JOANNA,49,35
MARIA LUISA ISABEL,49,64.1
MARIA MERIDA,49,57.8
MARIA SILVERIA,49,60.2
MARIA STEFANIA,49,20.5
MARIA TARSILA,49,61.6
MARIANA ANGELES,49,42.4
MARIANA INES,49,39.6
MARIBEL ROCIO,49,39.2
MARIE PAULE,49,57.6
MARINA ESPERANZA,49,43.8
MARLYN,49,40.1
MARTA ASUNCION,49,34.4
MARTA ELIZABETH,49,37.5
MARTA PALOMA,49,36.6
MARTA SONIA,49,40.9
MARTA VERONICA,49,35.6
MELANIE NICOLE,49,14.1
MENGMENG,49,20.5
MERCEDES JESUS,49,47.5
MILAGROS JESUS,49,43.7
MIREN AGURNE,49,52
MIRIAN BEATRIZ,49,38.8
MIRTA ELIZABETH,49,38.9
MODESTA MARIA,49,56.1
MONICA ANTONIA,49,46.1
NAAIMA,49,37.5
NADEGE,49,34.4
NASIM,49,39.5
NATALIA ROSA,49,37
NAYUA,49,18.4
NEFTALI,49,29.9
NICOLETA ROXANA,49,27.3
NOIVE,49,9.4
ODEI,49,23.8
OLGA PIEDAD,49,45.7
PAOLA DANIELA,49,30.6
PARVIN,49,52.5
PASTORA ROCIO,49,27.1
PATRICIA MABEL,49,44.8
PETRA PILAR,49,65.9
PILAR AURORA,49,54.3
PILAR ESPERANZA,49,49.7
RAMONA CLAUDIA,49,31.9
RANIM,49,4.8
RIMSHA,49,15.3
ROCIO FATIMA,49,34.2
RODICA ELENA,49,36.4
ROSA AURELIA,49,57.6
ROSA CANDIDA,49,54.2
ROSA NELLY,49,49.3
ROSEL,49,26.7
ROSELYN,49,27.6
SELIN,49,13
SELLAMIA,49,39.8
SILVIA KARINA,49,37.3
SINDA,49,58.9
SIRANUSH,49,36.2
SOFIA EUGENIA,49,21.9
SONIA ANGELES,49,38.3
STELLA CARMEN,49,13.2
VALERIA ELIZABETH,49,24.7
VANESSA ROCIO,49,28.8
VICTORIA ESTHER,49,43.1
VICTORIA PATRICIA,49,34.1
VIERA,49,43
VIRGINIA ROCIO,49,28.7
